17200,0.0,0.9999999999995,0.99999999999998
17200,0.0,0.9999999999995,0.99999999999998
17200,0.0,0.9999999999995,0.99999999999998
17400,0.0,0.9999999999995,0.99999999999998
17600,0.0,0.9999999999995,0.99999999999998
17600,0.0,0.9999999999995,0.99999999999998
17600,0.0,0.9999999999995,0.99999999999998
17600,0.0,0.9999999999995,0.99999999999998
17600,0.030612244897959183,0.39999999999967994,0.9399999999999812
0,0.5153061224489796,0.0,0.9499999999999987
0,0.3125,0.08906882591080999,0.7187499999999991
200,0.45535714285714285,0.06481481481467764,0.747499999999999
0,0.31829245459651745,0.1606217616576258,0.9405504587155962
0,0.33916869500093616,0.18905472636766282,0.9700917431192659
